"Cluster","Metabolite","Formula","Super_Class","Class","Sub_Class","HMDB","pct.1","pct.2","avg_log2FC","p_val","p_val_adj"
"心室肌肉1 Ventricular Muscle1","Leurocristine","C46H56N4O10","Alkaloids and derivatives","Vinca alkaloids",NA,"HMDB0259473",50.4747039724061,49.8579340943482,-0.00212287788357451,0.0184245185860163,1
"心室肌肉1 Ventricular Muscle1","Mozenavir","C33H36N4O3","Benzenoids","Benzene and substituted derivatives","Aniline and substituted anilines","HMDB0254911",65.1411008661637,64.7262256306286,0.000927027653018331,0.00593504262059868,1
"心室肌肉1 Ventricular Muscle1","N-(2-(3,4-Dichlorophenyl)ethyl)-N-methyl-2-(dimethylamino)ethylamine","C13H20Cl2N2","Benzenoids","Benzene and substituted derivatives","Phenethylamines","HMDB0248906",10.5959090865297,10.7238456226953,-0.00749894518949967,0.00516107589896608,1
"心室肌肉1 Ventricular Muscle1","N-(2,5-Dimethoxybenzyl)-N-(5-fluoro-2-phenoxyphenyl)acetamide","C23H22FNO4","Benzenoids","Benzene and substituted derivatives","Diphenylethers","HMDB0250816",83.5681321116474,81.9824584600467,0.0074673668812637,0.00151807815954614,1
"心室肌肉1 Ventricular Muscle1","N-Salicyloylaspartic acid","C11H11NO6","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","HMDB0039506",88.8743725371179,86.7474694051449,-0.00361570578669768,0.000645703733545113,1
"心室肌肉1 Ventricular Muscle1","Niazimicin","C16H23NO6S","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","HMDB0031944",86.2460136235319,84.245228965578,0.00350730515340747,0.996762469482926,1
"心室肌肉1 Ventricular Muscle1","PA(14:0/22:1(13Z))","C39H75O8P","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","HMDB0114789",86.4009403512829,77.6379155831754,-0.0416095316641502,0.864923928861364,1
"心室肌肉1 Ventricular Muscle1","PA(14:1(9Z)/24:1(15Z))","C41H77O8P","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","HMDB0114811",58.4684606565116,52.1395096008345,-0.00912214374887599,0.000236638295250128,1
"心室肌肉1 Ventricular Muscle1","PA(18:2(9Z,11Z)/6 keto-PGF1alpha)","C41H71O12P",NA,NA,NA,"HMDB0263917",21.2122438361708,21.1952928731985,-0.00357024802362449,0.237723088983974,1
"心室肌肉1 Ventricular Muscle1","PC(16:0/20:3(5Z,8Z,11Z)-O(14R,15S))","C44H80NO9P",NA,NA,NA,"HMDB0285891",49.7904442581727,46.8799858962493,-0.0113774977873826,0.429209449618933,1
